title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Seafloor Bathymetry - Bering Sea - Bowers Ridge,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/BeringSea_BowersRidge_ESRI_Bathymetry.zip,1,http://ccom.unh.edu/sites/default/files/metadata/BeringSea_BowersRidge_ESRI_Bathymetry_Metadata.xml,1
Seafloor Bathymetry - Gulf of Alaska,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/GulfOfAlaska_ESRI_DTM.zip,1,http://ccom.unh.edu/sites/default/files/metadata/GulfOfAlaska_ESRI_DTM_metadata_0.xml,1
Seafloor Bathymetry - Gulf of Mexico - Florida Escarpment,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/GulfOfMexico_FloridaEscarpment_ESRI_bathy.zip,1,http://ccom.unh.edu/sites/default/files/metadata/GulfOfMexico_FloridaEscarpment_ESRI_bathy_metadata.xml,1
Seafloor Bathymetry - Gulf of Mexico – Sigsbee Escarpment,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/GulfOfMexico_SigsbeeEscarpment_ESRI_bathy.zip,1,http://ccom.unh.edu/sites/default/files/metadata/GulfOfMexico_SigsbeeEscarpment_ESRI_bathy_metadata.xml,1
Seafloor Bathymetry - Line Islands,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/LineIslands_KingmanPalmyra_ESRI_bathy.zip,1,http://ccom.unh.edu/sites/default/files/metadata/LineIslands_KingmanPalmyra_ESRI_bathy_metadata.xml,1
Seafloor Bathymetry - Mariana Islands,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/NorthernMarianaIslands_MarianaTrenchCentral_ESRI_bathy.zip,1,http://ccom.unh.edu/sites/default/files/metadata/NorthernMarianaIslands_MarianaTrenchCentral_ESRI_bathy_metadata.xml,1
Seafloor Bathymetry - Mendocino Ridge,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/Mendocino_Central_ESRI_bathy.zip|http://ccom.unh.edu/sites/default/files/datasets/Mendocino_East_ESRI_bathy.zip|http://ccom.unh.edu/sites/default/files/datasets/Mendocino_West_ESRI_bathy.zip,3,http://ccom.unh.edu/sites/default/files/metadata/Mendocino_Central_ESRI_bathy_metadata.xml|http://ccom.unh.edu/sites/default/files/metadata/Mendocino_East_ESRI_bathy_metadata.xml|http://ccom.unh.edu/sites/default/files/metadata/Mendocino_West_ESRI_bathy_metadata.xml,3
Seafloor Bathymetry - Necker Ridge,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/NeckerRidge_NorthEast_ESRI_bathy.zip|http://ccom.unh.edu/sites/default/files/datasets/NeckerRidge_SouthWest_ESRI_bathy.zip,2,http://ccom.unh.edu/sites/default/files/metadata/NeckerRidge_NorthEast_ESRI_bathy_metadata.xml|http://ccom.unh.edu/sites/default/files/metadata/NeckerRidge_SouthWest_ESRI_bathy_metadata.xml,2
Seagrasses,"Aquatic vascular vegetation beds dominated by submerged, rooted, vascular species or submerged or rooted floating freshwater tidal vascular vegetation. 
This is NOT a complete collection of seagrasses on the seafloor, nor are the locations to be considered exact. The presence and location of the seagrasses have been derived from multiple state websites. These data are intended for coastal and ocean planning. Not for navigation.",NOAA Office for Coastal Management,https://coast.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/Seagrasses.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/Seagrasses.xml&f=html,1
Seismic Water Bottom Anomalies,"230,000 sq km of seismic data interpretation mapping over 32,000 seafloor seismic amplitude anomalies in the Gulf of Mexico using 3-D time-migrated seismic surveys. This mapping program means to understand the distribution of natural hydrocarbon seeps and the related benthic fauna, and to characterize other seafloor features related to the geological framework of the seafloor. These areas show anomalously high or low amplitude response over the background response. Four classes of water bottom anomalies interpreted to be caused by hydrocarbon seepage include High-Positive, Low-Positive/Negative, Pockmarks and Water-Column Gas Plumes. Six classes of water bottom anomalies that are non-seep related include Cretaceous, Cretaceous Talus, Fan, Salt, Slump, and Channels.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/BOEM-Seafloor-Anomalies-Layer-Package/,1,http://metadata.boem.gov/geospatial/WBA_Metadata.xml,1
Selected Pipelines,Structures used to transport oil and gas from offshore platform or terminal to inshore facility. These structures are usually submerged.  This is current and refreshed on a daily basis.,Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.data.boem.gov/Mapping/Files/ppl_arcs.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/pc_pipe(2).aspx,2,http://metadata.boem.gov/geospatial/OCSpipelines-GOMR-NAD27.xml|http://metadata.boem.gov/geospatial/pc_pipe.xml,2
Shipping Lanes and Regulations,"Shipping zones delineate activities and regulations for marine vessel traffic. Traffic lanes define specific traffic flow, while traffic separation zones assist opposing streams of marine traffic. Precautionary areas represent areas where ships must navigate with caution, and shipping safety fairways designate where artificial structures are prohibited. Recommended routes are predetermined routes for shipping adopted for reasons of safety. Areas to be Avoided are within defined limits where navigation is particularly hazardous or it is exceptionally important to avoid casualties and should be avoided by all ships or certain classes of ships. Shipping Lanes and Regulations layer was created by extracting ENC (.000) files published by Marine Chart Division, OCS, NOAA. The web service was developed by CSDL/OCS/NOAA. Data will be refreshed weekly.",NOAA Office of Coast Survey,http://www.nauticalcharts.noaa.gov/,http://encdirect.noaa.gov/theme_layers/data/shipping_lanes/shippinglanes.zip,1,http://gis.charttools.noaa.gov/ocs_metadata/public/fgdc/ship_fways_lanes_zones_us_waters.xml,1
